match_id,tournament,round,year,player_name,opponent_name,opponent_move,response_shot,opponent_area,opponent_zone,response_area,response_zone,aroundhead,backhand,hit_height,rally_length,stroke_index,score_responder,score_opponent,score_diff,pressure,rally_continues,responder_wins_rally,outcome_label,n_qualifying_players,n_players_using,pct_players_using,avg_freq_pct,avg_winrate_pct,optimal_flag
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,lob,clear,3,opp_back_right,4,opp_back_right,0,0,low,14,4,1,1,0,medium,1,0.0,rally_continues,35.0,35.0,100.0,26.5,43.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,clear,drop,4,opp_back_right,1,opp_back_left,0,0,low,14,5,1,1,0,medium,1,1.0,rally_continues,35.0,34.0,97.1,27.1,48.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,drop,lob,1,opp_back_left,3,opp_back_right,0,0,high,14,6,1,1,0,medium,1,0.0,rally_continues,35.0,33.0,94.3,22.0,47.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,lob,clear,3,opp_back_right,9,own_mid_left,0,0,low,14,7,1,1,0,medium,1,1.0,rally_continues,35.0,35.0,100.0,26.5,43.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,clear,clear,9,own_mid_left,3,opp_back_right,1,0,low,14,8,1,1,0,medium,1,0.0,rally_continues,35.0,33.0,94.3,27.8,50.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,clear,drop,3,opp_back_right,1,opp_back_left,0,0,low,14,9,1,1,0,medium,1,1.0,rally_continues,35.0,34.0,97.1,27.1,48.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,drop,lob,1,opp_back_left,4,opp_back_right,0,0,high,14,10,1,1,0,medium,1,0.0,rally_continues,35.0,33.0,94.3,22.0,47.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,lob,clear,4,opp_back_right,4,opp_back_right,0,0,low,14,11,1,1,0,medium,1,1.0,rally_continues,35.0,35.0,100.0,26.5,43.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,clear,drop,4,opp_back_right,1,opp_back_left,0,1,low,14,12,1,1,0,medium,1,0.0,rally_continues,35.0,34.0,97.1,27.1,48.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,drop,net shot,1,opp_back_left,2,opp_back_center,0,0,high,14,13,1,1,0,medium,0,1.0,point_won,35.0,35.0,100.0,56.3,44.2,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,drop,net shot,5,opp_mid_left,2,opp_back_center,0,0,high,5,2,3,1,2,medium,1,1.0,rally_continues,35.0,35.0,100.0,56.3,44.2,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,net shot,lob,2,opp_back_center,9,own_mid_left,0,1,high,5,3,1,3,-2,medium,1,0.0,rally_continues,35.0,35.0,100.0,53.2,47.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,lob,clear,9,own_mid_left,3,opp_back_right,1,0,low,5,4,3,1,2,medium,0,1.0,point_won,35.0,35.0,100.0,26.5,43.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,drop,lob,5,opp_mid_left,6,opp_mid_center,0,0,high,10,2,4,1,3,medium,1,1.0,rally_continues,35.0,33.0,94.3,22.0,47.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,lob,clear,6,opp_mid_center,9,own_mid_left,1,0,low,10,3,1,4,-3,medium,1,0.0,rally_continues,35.0,35.0,100.0,26.5,43.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,clear,drop,9,own_mid_left,5,opp_mid_left,0,0,low,10,4,4,1,3,medium,1,1.0,rally_continues,35.0,34.0,97.1,27.1,48.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,drop,lob,5,opp_mid_left,8,opp_mid_right,0,0,high,10,5,1,4,-3,medium,1,0.0,rally_continues,35.0,33.0,94.3,22.0,47.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,lob,smash,8,opp_mid_right,5,opp_mid_left,0,0,low,10,6,4,1,3,medium,1,1.0,rally_continues,35.0,35.0,100.0,27.6,54.0,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,smash,return net,5,opp_mid_left,8,opp_mid_right,0,0,high,10,7,1,4,-3,medium,1,0.0,rally_continues,35.0,35.0,100.0,84.4,44.3,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,return net,lob,8,opp_mid_right,4,opp_back_right,0,0,low,10,8,4,1,3,medium,1,1.0,rally_continues,35.0,34.0,97.1,28.8,44.5,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,lob,smash,4,opp_back_right,7,opp_mid_right,1,0,low,10,9,1,4,-3,medium,0,0.0,point_lost,35.0,35.0,100.0,27.6,54.0,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,clear,clear,9,own_mid_left,3,opp_back_right,1,0,low,4,2,5,1,4,medium,1,1.0,rally_continues,35.0,33.0,94.3,27.8,50.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,clear,clear,3,opp_back_right,13,own_back_left,0,0,low,4,3,1,5,-4,medium,0,0.0,point_lost,35.0,33.0,94.3,27.8,50.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,drop,net shot,5,opp_mid_left,2,opp_back_center,0,0,high,7,2,5,2,3,medium,1,0.0,rally_continues,35.0,35.0,100.0,56.3,44.2,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,net shot,lob,2,opp_back_center,3,opp_back_right,0,1,high,7,3,2,5,-3,medium,1,1.0,rally_continues,35.0,35.0,100.0,53.2,47.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,lob,drop,3,opp_back_right,6,opp_mid_center,0,0,low,7,4,5,2,3,medium,1,0.0,rally_continues,35.0,35.0,100.0,23.4,50.2,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,drop,net shot,6,opp_mid_center,7,opp_mid_right,0,1,high,7,5,2,5,-3,medium,1,1.0,rally_continues,35.0,35.0,100.0,56.3,44.2,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,net shot,net shot,7,opp_mid_right,7,opp_mid_right,0,1,high,7,6,5,2,3,medium,0,0.0,point_lost,35.0,35.0,100.0,31.9,47.3,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,wrist smash,defensive lob,6,opp_mid_center,5,opp_mid_left,0,1,high,8,2,2,6,-4,medium,1,0.0,rally_continues,34.0,16.0,47.1,8.5,50.3,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,defensive lob,clear,5,opp_mid_left,4,opp_back_right,0,0,low,8,3,6,2,4,medium,1,1.0,rally_continues,23.0,16.0,69.6,22.8,41.0,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,clear,drop,4,opp_back_right,8,opp_mid_right,1,0,low,8,4,2,6,-4,medium,1,0.0,rally_continues,35.0,34.0,97.1,27.1,48.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,drop,net shot,8,opp_mid_right,2,opp_back_center,0,0,high,8,5,6,2,4,medium,1,1.0,rally_continues,35.0,35.0,100.0,56.3,44.2,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,net shot,lob,2,opp_back_center,5,opp_mid_left,0,1,high,8,6,2,6,-4,medium,1,0.0,rally_continues,35.0,35.0,100.0,53.2,47.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,lob,drop,5,opp_mid_left,1,opp_back_left,0,0,low,8,7,6,2,4,medium,0,1.0,point_won,35.0,35.0,100.0,23.4,50.2,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,drop,lob,1,opp_back_left,4,opp_back_right,0,0,high,9,2,6,3,3,medium,1,0.0,rally_continues,35.0,33.0,94.3,22.0,47.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,lob,clear,4,opp_back_right,3,opp_back_right,1,0,low,9,3,3,6,-3,medium,1,1.0,rally_continues,35.0,35.0,100.0,26.5,43.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,clear,clear,3,opp_back_right,9,own_mid_left,0,0,low,9,4,6,3,3,medium,1,0.0,rally_continues,35.0,33.0,94.3,27.8,50.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,clear,wrist smash,9,own_mid_left,6,opp_mid_center,0,0,low,9,5,3,6,-3,medium,1,1.0,rally_continues,35.0,29.0,82.9,13.6,52.0,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,wrist smash,return net,6,opp_mid_center,1,opp_back_left,0,1,high,9,6,6,3,3,medium,1,0.0,rally_continues,34.0,34.0,100.0,76.5,45.1,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,return net,lob,1,opp_back_left,9,own_mid_left,0,0,high,9,7,3,6,-3,medium,1,1.0,rally_continues,35.0,34.0,97.1,28.8,44.5,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,lob,clear,9,own_mid_left,13,own_back_left,0,0,low,9,8,6,3,3,medium,0,0.0,point_lost,35.0,35.0,100.0,26.5,43.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,drop,net shot,5,opp_mid_left,2,opp_back_center,0,0,high,5,2,3,7,-4,medium,1,0.0,rally_continues,35.0,35.0,100.0,56.3,44.2,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,net shot,net shot,2,opp_back_center,1,opp_back_left,0,1,low,5,3,7,3,4,medium,1,1.0,rally_continues,35.0,35.0,100.0,31.9,47.3,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,net shot,lob,1,opp_back_left,11,own_mid_right,0,0,high,5,4,3,7,-4,medium,0,0.0,point_lost,35.0,35.0,100.0,53.2,47.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,clear,smash,3,opp_back_right,6,opp_mid_center,0,0,low,4,2,8,3,5,medium,1,1.0,rally_continues,35.0,34.0,97.1,23.8,56.5,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,smash,return net,6,opp_mid_center,2,opp_back_center,0,1,high,4,3,3,8,-5,medium,0,0.0,point_lost,35.0,35.0,100.0,84.4,44.3,1.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,clear,drop,9,own_mid_left,2,opp_back_center,0,0,low,7,2,8,4,4,medium,1,0.0,rally_continues,35.0,34.0,97.1,27.1,48.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,drop,net shot,2,opp_back_center,1,opp_back_left,0,1,high,7,3,4,8,-4,medium,1,1.0,rally_continues,35.0,35.0,100.0,56.3,44.2,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,net shot,lob,1,opp_back_left,4,opp_back_right,0,0,high,7,4,8,4,4,medium,1,0.0,rally_continues,35.0,35.0,100.0,53.2,47.7,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,lob,drop,4,opp_back_right,1,opp_back_left,0,1,low,7,5,4,8,-4,medium,1,1.0,rally_continues,35.0,35.0,100.0,23.4,50.2,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,drop,rush,1,opp_back_left,13,own_back_left,0,0,low,7,6,8,4,4,medium,0,0.0,point_lost,35.0,4.0,11.4,0.7,86.6,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,drop,lob,2,opp_back_center,3,opp_back_right,0,1,high,18,2,4,9,-5,medium,1,0.0,rally_continues,35.0,33.0,94.3,22.0,47.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,lob,clear,3,opp_back_right,8,opp_mid_right,0,0,low,18,3,9,4,5,medium,1,1.0,rally_continues,35.0,35.0,100.0,26.5,43.9,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,clear,wrist smash,8,opp_mid_right,6,opp_mid_center,0,0,low,18,4,4,9,-5,medium,1,0.0,rally_continues,35.0,29.0,82.9,13.6,52.0,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,wrist smash,return net,6,opp_mid_center,1,opp_back_left,0,1,high,18,5,9,4,5,medium,1,1.0,rally_continues,34.0,34.0,100.0,76.5,45.1,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,An Se Young,Akane YAMAGUCHI,return net,lob,1,opp_back_left,5,opp_mid_left,0,0,high,18,6,4,9,-5,medium,1,0.0,rally_continues,35.0,34.0,97.1,28.8,44.5,0.0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals,TotalEnergies BWF Thomas and Uber Cup Finals 2022,Semi-finals,2022.0,Akane YAMAGUCHI,An Se Young,lob,clear,5,opp_mid_left,4,opp_back_right,0,0,low,18,7,9,4,5,medium,1,1.0,rally_continues,35.0,35.0,100.0,26.5,43.9,0.0
