match_id,opponent_move,response,opp_landing_zone,resp_player_zone,score_A_before,score_B_before,rally_length_so_far,resp_aroundhead,resp_backhand,freq_feature,winrate_feature,n_samples_seen,won_rally
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,smash,return net,mid,back,1,4,7,False,False,0.8449304174950298,0.4555247951543078,2125.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,return net,lob,back,back,1,4,8,False,False,0.31092226943264184,0.4584606429806369,1244.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,smash,mid,back,1,4,9,True,False,0.2650767127449491,0.5411252123237541,1745.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,clear,back,back,1,5,2,True,False,0.30275482093663914,0.49181714319628467,1099.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,clear,front,front,1,5,3,False,False,0.30275482093663914,0.49181714319628467,1099.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,net shot,mid,mid,2,5,2,False,False,0.5501239815798795,0.46115658006029187,1553.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,lob,front,back,2,5,3,False,True,0.5340630851217053,0.4967648968003878,3708.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,drop,front,back,2,5,4,False,False,0.23560686617043902,0.5047128823051131,1551.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,net shot,mid,back,2,5,5,False,True,0.5501239815798795,0.46115658006029187,1553.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,net shot,back,back,2,5,6,False,True,0.328100244850929,0.4786112999510876,2278.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,wrist smash,defensive lob,mid,back,2,6,2,False,True,0.08723540731237973,0.5260121745557731,136.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,defensive lob,clear,mid,back,2,6,3,False,False,0.23043478260869565,0.409899389148401,106.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,drop,mid,back,2,6,4,True,False,0.27575757575757576,0.530397930630572,1001.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,net shot,back,back,2,6,5,False,False,0.5501239815798795,0.46115658006029187,1553.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,lob,front,front,2,6,6,False,True,0.5340630851217053,0.4967648968003878,3708.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,drop,mid,back,2,6,7,False,False,0.23560686617043902,0.5047128823051131,1551.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,lob,front,mid,3,6,2,False,False,0.24619199433227063,0.4790049542739968,695.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,clear,mid,back,3,6,3,True,False,0.2719125018988303,0.44951821257053026,1790.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,clear,front,mid,3,6,4,False,False,0.30275482093663914,0.49181714319628467,1099.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,wrist smash,back,back,3,6,5,False,False,0.13801652892561983,0.552101351784227,501.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,wrist smash,return net,mid,back,3,6,6,False,True,0.790891597177678,0.48511846022269367,1233.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,return net,lob,front,front,3,6,7,False,False,0.31092226943264184,0.4584606429806369,1244.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,clear,back,back,3,6,8,False,False,0.2719125018988303,0.44951821257053026,1790.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,net shot,mid,mid,3,7,2,False,False,0.5501239815798795,0.46115658006029187,1553.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,net shot,front,front,3,7,3,False,True,0.328100244850929,0.4786112999510876,2278.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,lob,front,front,3,7,4,False,False,0.5340630851217053,0.4967648968003878,3708.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,smash,front,back,3,8,2,False,False,0.22038567493112948,0.5777721441971303,800.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,smash,return net,mid,back,3,8,3,False,True,0.8449304174950298,0.4555247951543078,2125.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,drop,back,back,4,8,2,False,False,0.27575757575757576,0.530397930630572,1001.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,net shot,front,back,4,8,3,False,True,0.5501239815798795,0.46115658006029187,1553.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,lob,front,back,4,8,4,False,False,0.5340630851217053,0.4967648968003878,3708.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,drop,mid,back,4,8,5,False,True,0.23560686617043902,0.5047128823051131,1551.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,rush,front,back,4,8,6,False,False,0.008147360963513992,0.6077241456457296,23.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,lob,front,back,4,9,2,False,True,0.24619199433227063,0.4790049542739968,695.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,clear,front,front,4,9,3,False,False,0.2719125018988303,0.44951821257053026,1790.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,wrist smash,back,back,4,9,4,False,False,0.13801652892561983,0.552101351784227,501.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,wrist smash,return net,mid,back,4,9,5,False,True,0.790891597177678,0.48511846022269367,1233.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,return net,lob,front,front,4,9,6,False,False,0.31092226943264184,0.4584606429806369,1244.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,clear,mid,back,4,9,7,False,False,0.2719125018988303,0.44951821257053026,1790.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,clear,mid,back,4,9,8,False,False,0.30275482093663914,0.49181714319628467,1099.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,drop,back,back,4,9,9,False,False,0.27575757575757576,0.530397930630572,1001.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,net shot,front,back,4,9,10,False,False,0.5501239815798795,0.46115658006029187,1553.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,lob,front,front,4,9,11,False,True,0.5340630851217053,0.4967648968003878,3708.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,clear,front,front,4,9,12,False,False,0.2719125018988303,0.44951821257053026,1790.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,clear,mid,back,4,9,13,False,False,0.30275482093663914,0.49181714319628467,1099.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,drop,front,front,4,9,14,False,False,0.27575757575757576,0.530397930630572,1001.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,lob,front,back,4,9,15,False,True,0.24619199433227063,0.4790049542739968,695.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,clear,back,back,4,9,16,True,False,0.2719125018988303,0.44951821257053026,1790.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,drop,back,back,4,9,17,False,False,0.27575757575757576,0.530397930630572,1001.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,wrist smash,return net,mid,back,4,10,2,False,False,0.790891597177678,0.48511846022269367,1233.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,return net,lob,front,front,4,10,3,False,True,0.31092226943264184,0.4584606429806369,1244.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,clear,front,back,4,10,4,False,False,0.2719125018988303,0.44951821257053026,1790.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,drop,mid,back,4,10,5,False,False,0.27575757575757576,0.530397930630572,1001.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,lob,front,back,4,10,6,False,False,0.24619199433227063,0.4790049542739968,695.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,drop,mid,back,4,10,7,False,False,0.23560686617043902,0.5047128823051131,1551.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,net shot,back,back,4,10,8,False,False,0.5501239815798795,0.46115658006029187,1553.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,net shot,front,front,4,10,9,False,True,0.328100244850929,0.4786112999510876,2278.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,net shot,back,back,4,10,10,False,True,0.328100244850929,0.4786112999510876,2278.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,rush,back,back,4,10,11,False,False,0.02102837390177157,0.7916503775642476,146.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,net shot,mid,back,4,11,2,False,False,0.5501239815798795,0.46115658006029187,1553.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,lob,front,front,4,11,3,False,True,0.5340630851217053,0.4967648968003878,3708.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,drop,front,front,4,11,4,False,False,0.23560686617043902,0.5047128823051131,1551.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,lob,front,mid,4,11,5,False,True,0.24619199433227063,0.4790049542739968,695.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,clear,mid,back,4,11,6,True,False,0.2719125018988303,0.44951821257053026,1790.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,clear,front,mid,4,11,7,False,False,0.30275482093663914,0.49181714319628467,1099.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,drop,mid,back,4,11,8,False,False,0.27575757575757576,0.530397930630572,1001.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,lob,back,back,4,11,9,False,True,0.24619199433227063,0.4790049542739968,695.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,clear,back,back,4,11,10,False,False,0.2719125018988303,0.44951821257053026,1790.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,clear,mid,back,4,11,11,False,False,0.30275482093663914,0.49181714319628467,1099.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,net shot,mid,back,5,11,2,False,False,0.5501239815798795,0.46115658006029187,1553.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,net shot,front,back,5,11,3,False,True,0.328100244850929,0.4786112999510876,2278.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,lob,front,front,5,11,4,False,False,0.5340630851217053,0.4967648968003878,3708.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,smash,back,back,5,11,5,False,False,0.2650767127449491,0.5411252123237541,1745.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,smash,return net,mid,back,5,11,6,False,True,0.8449304174950298,0.4555247951543078,2125.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,drop,back,back,5,13,2,False,False,0.27575757575757576,0.530397930630572,1001.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,lob,front,front,5,13,3,False,True,0.24619199433227063,0.4790049542739968,695.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,drop,front,front,5,13,4,False,False,0.23560686617043902,0.5047128823051131,1551.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,lob,front,back,5,13,5,False,True,0.24619199433227063,0.4790049542739968,695.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,clear,back,back,6,13,2,False,False,0.30275482093663914,0.49181714319628467,1099.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,clear,back,back,6,13,3,True,False,0.30275482093663914,0.49181714319628467,1099.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,wrist smash,front,front,6,13,4,False,False,0.13801652892561983,0.552101351784227,501.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,wrist smash,return net,mid,mid,7,13,2,False,True,0.790891597177678,0.48511846022269367,1233.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,return net,net shot,front,back,7,13,3,False,False,0.39965008747813047,0.46295040242417707,1599.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,net shot,front,front,7,13,4,False,True,0.328100244850929,0.4786112999510876,2278.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,rush,front,back,7,13,5,False,False,0.02102837390177157,0.7916503775642476,146.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,net shot,mid,back,7,14,2,False,False,0.5501239815798795,0.46115658006029187,1553.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,net shot,lob,back,back,7,14,3,False,True,0.5340630851217053,0.4967648968003878,3708.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,clear,mid,back,7,14,4,False,False,0.2719125018988303,0.44951821257053026,1790.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,drop,front,front,7,14,5,False,False,0.27575757575757576,0.530397930630572,1001.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,drop,lob,front,back,7,14,6,False,True,0.24619199433227063,0.4790049542739968,695.0,0
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,lob,clear,back,back,7,14,7,False,False,0.2719125018988303,0.44951821257053026,1790.0,1
AN_Se_Young_Akane_YAMAGUCHI_TotalEnergies_BWF_Thomas_and_Uber_Cup_Finals_2022_Semifinals|set1.csv,clear,drop,mid,mid,7,14,8,False,False,0.27575757575757576,0.530397930630572,1001.0,0
